행정기관코드,기준연월,시도명,시군구명,읍면동명,0~9세_남자,0~9세_여자,10~19세_남자,10~19세_여자,20~29세_남자,20~29세_여자,30~39세_남자,30~39세_여자,40~49세_남자,40~49세_여자,50~59세_남자,50~59세_여자,60~69세_남자,60~69세_여자,70~79세_남자,70~79세_여자,80~89세_남자,80~89세_여자,90~99세_남자,90~99세_여자,100세 이상_남자,100세 이상_여자,총인구수,남자총합,여자총합
2811063000,2025-04-30,인천광역시,중구,용유동,23,13,30,50,116,57,137,60,202,121,412,256,553,475,343,314,116,143,11,46,0,0,3478,1943,1535
2814051000,2025-04-30,인천광역시,동구,만석동,119,111,274,223,299,259,304,244,521,427,597,484,607,603,327,377,126,222,11,51,0,0,6186,3185,3001
2814052500,2025-04-30,인천광역시,동구,화수1.화평동,74,56,190,166,255,230,236,186,335,281,492,437,587,534,362,432,165,248,11,53,1,1,5332,2708,2624
2814053000,2025-04-30,인천광역시,동구,화수2동,61,56,235,229,324,287,352,237,472,378,602,511,633,688,434,629,214,374,12,67,0,1,6796,3339,3457
2814055500,2025-04-30,인천광역시,동구,송현1.2동,225,201,398,359,535,503,538,463,752,711,829,797,750,880,491,627,183,280,16,48,0,1,9587,4717,4870
2814057000,2025-04-30,인천광역시,동구,송현3동,18,28,70,57,119,86,119,93,188,106,284,215,324,268,194,246,75,157,6,27,0,1,2681,1397,1284
2814058000,2025-04-30,인천광역시,동구,송림1동,253,248,225,204,380,458,653,635,514,469,430,494,394,440,225,262,95,133,3,33,0,0,6548,3172,3376
2814059000,2025-04-30,인천광역시,동구,송림2동,5,5,32,20,59,24,36,22,61,46,120,78,146,128,97,132,51,84,4,21,0,0,1171,611,560
2814060500,2025-04-30,인천광역시,동구,송림3.5동,105,107,257,215,315,225,264,218,399,387,537,516,433,466,266,342,120,195,9,38,0,1,5415,2705,2710
2814061000,2025-04-30,인천광역시,동구,송림4동,247,216,264,252,295,301,493,467,589,478,506,447,396,428,212,223,72,86,5,18,0,0,5995,3079,2916
2814063000,2025-04-30,인천광역시,동구,송림6동,149,137,295,236,251,206,265,245,505,440,488,446,436,483,303,360,111,200,8,46,0,0,5610,2811,2799
2814064000,2025-04-30,인천광역시,동구,금창동,23,27,58,43,100,86,97,65,140,94,186,165,240,230,168,221,73,149,6,30,0,0,2201,1091,1110
2817751000,2025-04-30,인천광역시,미추홀구,숭의2동,368,349,495,435,749,680,911,769,1078,901,1211,1077,1098,1178,580,756,253,445,22,67,1,0,13423,6766,6657
2817752000,2025-04-30,인천광역시,미추홀구,숭의1.3동,564,525,564,556,995,1033,1405,1342,1375,1216,1404,1417,1243,1240,527,652,240,405,20,97,0,1,16821,8337,8484
2817753000,2025-04-30,인천광역시,미추홀구,숭의4동,350,309,555,529,814,719,942,779,1057,953,1242,1194,1237,1184,648,873,271,451,32,93,0,1,14233,7148,7085
2817754000,2025-04-30,인천광역시,미추홀구,용현1.4동,212,196,582,520,3009,1625,964,576,911,690,1268,1073,1318,1349,852,1040,383,566,30,88,0,0,17252,9529,7723
2817755000,2025-04-30,인천광역시,미추홀구,용현2동,1135,1073,832,774,1221,1149,2116,2091,1905,1594,1558,1558,1351,1509,850,1003,306,491,31,92,0,1,22640,11305,11335
2817756000,2025-04-30,인천광역시,미추홀구,용현3동,84,88,140,122,481,364,460,326,472,283,662,462,668,676,400,516,202,291,22,60,0,0,6779,3591,3188
2817757000,2025-04-30,인천광역시,미추홀구,용현5동,1312,1255,2436,2253,2957,2858,2773,2521,3639,3591,3900,3864,3091,3309,1445,1692,540,906,49,171,0,4,44566,22142,22424
2817758000,2025-04-30,인천광역시,미추홀구,학익1동,1597,1576,2226,2073,2539,2318,2842,2811,3274,3228,3356,3505,2503,2634,1189,1359,435,690,35,122,0,2,40314,19996,20318
2817759000,2025-04-30,인천광역시,미추홀구,학익2동,310,317,671,697,991,892,1057,829,1137,1144,1446,1559,1414,1600,772,995,351,570,39,124,0,1,16916,8188,8728
2817760000,2025-04-30,인천광역시,미추홀구,도화1동,559,509,741,752,1177,1117,1574,1406,1660,1403,1758,1688,1561,1653,838,1067,362,595,42,123,0,1,20586,10272,10314
2817761000,2025-04-30,인천광역시,미추홀구,도화2.3동,1204,1194,1365,1242,1606,1531,2421,2224,2893,2477,2381,2162,2273,2366,1075,1247,375,618,34,117,0,0,30805,15627,15178
2817762000,2025-04-30,인천광역시,미추홀구,주안1동,406,444,457,438,1621,1613,2309,1702,1885,1350,1710,1361,1349,1303,518,593,171,295,17,54,0,0,19596,10443,9153
2817763000,2025-04-30,인천광역시,미추홀구,주안2동,686,641,707,705,1194,1050,1818,1614,1693,1498,1767,1681,1651,1874,977,1149,371,577,39,111,0,0,21803,10903,10900
2817764000,2025-04-30,인천광역시,미추홀구,주안3동,384,331,437,412,650,566,1024,897,980,855,978,904,853,955,541,669,192,339,17,50,0,0,12034,6056,5978
2817765000,2025-04-30,인천광역시,미추홀구,주안4동,713,631,613,661,982,948,1667,1476,1604,1367,1481,1496,1460,1700,859,1123,358,538,31,93,0,2,19803,9768,10035
2817766000,2025-04-30,인천광역시,미추홀구,주안5동,453,402,562,550,1243,1086,1668,1368,1490,1250,1649,1587,1555,1728,807,1012,303,582,29,122,0,3,19449,9759,9690
2817767000,2025-04-30,인천광역시,미추홀구,주안6동,580,568,906,881,1133,1112,1456,1328,1807,1584,1675,1604,1466,1661,780,987,297,478,39,106,0,1,20449,10139,10310
2817768000,2025-04-30,인천광역시,미추홀구,주안7동,248,206,380,368,658,577,728,579,853,735,1037,1099,1064,1331,644,848,271,444,17,89,1,2,12179,5901,6278
2817769000,2025-04-30,인천광역시,미추홀구,주안8동,329,331,769,735,1114,995,1100,924,1298,1219,1704,1857,1640,1875,845,1030,334,549,25,90,0,1,18764,9158,9606
2817770000,2025-04-30,인천광역시,미추홀구,관교동,268,250,615,548,739,731,806,703,978,943,1191,1222,1207,1399,703,791,241,356,31,73,0,1,13796,6779,7017
2817771000,2025-04-30,인천광역시,미추홀구,문학동,263,248,552,526,839,754,1027,710,1446,1053,1727,1217,1061,903,453,519,167,256,15,55,0,0,13791,7550,6241
2818563000,2025-04-30,인천광역시,연수구,옥련1동,339,343,835,725,1020,909,990,819,1173,1147,1568,1698,1451,1545,676,808,267,524,40,133,0,2,17012,8359,8653
2818564000,2025-04-30,인천광역시,연수구,옥련2동,556,548,960,955,1187,1014,1208,1120,1401,1453,1706,1852,1598,1660,662,777,267,435,34,75,0,1,19469,9579,9890
2818575000,2025-04-30,인천광역시,연수구,선학동,448,405,571,524,1109,814,1330,1063,1321,1038,1500,1534,1785,1737,776,854,255,446,25,107,0,0,17642,9120,8522
2818576100,2025-04-30,인천광역시,연수구,연수1동,224,238,597,486,1294,979,1243,766,1278,926,1842,1530,1666,1430,668,704,228,362,24,86,0,0,16571,9064,7507
2818576200,2025-04-30,인천광역시,연수구,연수2동,420,415,763,671,1332,1186,1596,1327,1278,1275,1528,1763,1655,1719,634,785,211,503,22,127,0,0,19210,9439,9771
2818576300,2025-04-30,인천광역시,연수구,연수3동,269,231,509,462,863,840,1016,900,838,865,1123,1353,1413,1571,623,738,236,539,30,134,0,3,14556,6920,7636
2818576600,2025-04-30,인천광역시,연수구,청학동,344,345,722,688,1292,1048,1602,1074,1575,1163,2265,2126,2373,2261,962,1079,382,667,42,157,0,4,22171,11559,10612
2818578000,2025-04-30,인천광역시,연수구,동춘1동,1101,1063,1287,1294,1395,1334,1787,1842,1959,2112,2094,2419,1950,1990,665,677,186,315,27,84,0,1,25582,12451,13131
2818579000,2025-04-30,인천광역시,연수구,동춘2동,450,407,782,752,1083,986,1251,1113,1069,1173,1405,1713,1368,1471,511,547,176,349,21,69,0,2,16698,8116,8582
2818579500,2025-04-30,인천광역시,연수구,동춘3동,483,466,1335,1272,1088,1004,749,851,1242,1467,1602,1789,1272,1277,515,529,207,305,27,80,0,1,17561,8520,9041
2818582000,2025-04-30,인천광역시,연수구,송도1동,1130,1101,2781,2719,3369,3355,2036,2062,2566,3139,3102,3332,2311,2218,830,800,288,380,31,100,0,2,37652,18444,19208
2818583000,2025-04-30,인천광역시,연수구,송도2동,1921,1908,3533,3371,1737,1639,1653,2167,3799,4498,3260,3085,1692,1500,455,533,164,246,19,51,0,1,37232,18233,18999
2818584000,2025-04-30,인천광역시,연수구,송도3동,2540,2578,3333,3155,2778,3054,3790,4231,4676,4972,3487,3545,2040,2047,683,751,190,301,18,67,0,0,48236,23535,24701
2818585000,2025-04-30,인천광역시,연수구,송도4동,3285,3141,3170,3205,2191,2194,3469,4205,5348,5354,3529,3532,1875,1825,530,561,134,187,12,60,0,1,47808,23543,24265
2818586000,2025-04-30,인천광역시,연수구,송도5동,3189,2960,2703,2558,2095,1935,4136,4491,4952,5036,3071,3236,1916,2118,610,567,120,192,9,44,0,0,45938,22801,23137
2820051000,2025-04-30,인천광역시,남동구,구월1동,1016,886,1533,1559,1616,1770,2123,2068,2577,2579,2390,2574,2232,2380,997,1151,294,558,39,141,1,0,30484,14818,15666
2820052000,2025-04-30,인천광역시,남동구,구월2동,1350,1282,2344,2173,1976,1853,2234,2309,3023,3277,3026,3231,2456,2611,1164,1359,357,536,29,94,0,3,36687,17959,18728
2820052100,2025-04-30,인천광역시,남동구,구월3동,504,457,822,739,2702,3099,2874,2337,2306,1951,2182,2072,1688,1787,761,924,285,403,13,69,0,0,27975,14137,13838
2820052200,2025-04-30,인천광역시,남동구,구월4동,182,156,377,320,813,674,830,634,894,714,1299,1221,1315,1325,661,791,229,444,25,85,1,0,12990,6626,6364
2820053000,2025-04-30,인천광역시,남동구,간석1동,323,319,608,530,1100,1044,1503,1218,1277,1141,1464,1563,1421,1552,694,989,311,480,16,119,0,0,17672,8717,8955
2820054000,2025-04-30,인천광역시,남동구,간석2동,544,453,1000,934,1192,1090,1283,1128,1551,1597,1817,1744,1640,1705,845,1028,330,473,28,70,0,0,20452,10230,10222
2820055000,2025-04-30,인천광역시,남동구,간석3동,540,472,879,827,1449,1371,1739,1447,1844,1632,2291,2294,2297,2353,1138,1322,389,624,28,108,1,0,25045,12595,12450
2820055100,2025-04-30,인천광역시,남동구,간석4동,598,584,1047,973,1780,1776,1957,1762,2023,1926,2483,2454,2322,2397,1148,1235,364,619,44,131,0,1,27624,13766,13858
2820056000,2025-04-30,인천광역시,남동구,만수1동,227,219,392,390,813,797,1054,823,1036,843,1428,1408,1497,1618,708,997,281,652,21,126,0,2,15332,7457,7875
2820057000,2025-04-30,인천광역시,남동구,만수2동,527,523,1068,1089,1261,1203,1263,1144,1694,1659,2019,2117,1829,2083,899,1037,276,463,31,71,0,2,22258,10867,11391
2820058000,2025-04-30,인천광역시,남동구,만수3동,401,408,732,669,962,843,984,866,1204,1079,1422,1455,1420,1461,652,716,202,346,22,63,0,0,15907,8001,7906
2820058100,2025-04-30,인천광역시,남동구,만수4동,365,401,756,690,1031,934,1259,1092,1254,1231,1514,1791,1616,1850,789,979,259,471,24,107,0,2,18415,8867,9548
2820058200,2025-04-30,인천광역시,남동구,만수5동,219,205,380,354,836,744,918,724,908,734,1297,1312,1418,1515,764,967,259,447,19,81,0,1,14102,7018,7084
2820058300,2025-04-30,인천광역시,남동구,만수6동,366,350,916,895,1315,1150,1255,1098,1374,1336,2026,2311,2111,2294,899,1087,346,716,32,156,1,4,22038,10641,11397
2820065000,2025-04-30,인천광역시,남동구,장수서창동,483,455,1013,945,1045,802,945,836,1387,1404,1641,1689,1595,1736,811,877,243,408,30,90,0,4,18439,9193,9246
2820065500,2025-04-30,인천광역시,남동구,서창2동,1839,1737,2589,2263,1493,1431,2352,2566,4076,3942,2562,2678,2264,2559,1140,1201,269,464,16,91,0,3,37535,18600,18935
2820066000,2025-04-30,인천광역시,남동구,남촌도림동,354,347,797,700,1119,954,1092,822,1307,1151,1953,1905,1945,1867,845,941,316,524,18,122,0,0,19079,9746,9333
2820069000,2025-04-30,인천광역시,남동구,논현1동,937,904,1654,1624,1895,1718,2111,1696,2634,2518,2911,2867,2226,2344,906,1107,308,581,34,128,1,1,31105,15617,15488
2820070000,2025-04-30,인천광역시,남동구,논현2동,706,673,1519,1404,2096,1735,2286,1716,2345,2203,2809,2810,2204,2516,1070,1254,404,813,40,134,0,3,30740,15479,15261
2820071000,2025-04-30,인천광역시,남동구,논현고잔동,1475,1388,2727,2703,2292,2126,2102,2267,3454,3776,3743,3681,2427,2328,873,1004,289,519,41,92,1,0,39308,19424,19884
2823751000,2025-04-30,인천광역시,부평구,부평1동,716,745,1128,1152,2389,2673,2975,2673,2463,2382,2748,3106,2457,2852,1179,1494,493,789,68,159,0,2,34643,16616,18027
2823752000,2025-04-30,인천광역시,부평구,부평2동,377,371,572,521,961,1002,1485,1265,1188,1080,1350,1379,1228,1411,637,806,226,331,12,69,0,0,16271,8036,8235
2823753000,2025-04-30,인천광역시,부평구,부평3동,461,410,427,425,786,735,1249,1161,1086,952,1201,1216,1241,1289,623,777,247,433,22,93,0,0,14834,7343,7491
2823754000,2025-04-30,인천광역시,부평구,부평4동,734,741,1059,1045,2195,2323,2966,2567,2680,2356,2728,2875,2471,2682,1133,1381,433,717,45,137,0,0,33268,16444,16824
2823755000,2025-04-30,인천광역시,부평구,부평5동,1119,1053,1273,1277,1966,2130,3062,2845,2860,2573,2609,2705,2049,2410,863,1133,322,592,40,102,0,1,32984,16163,16821
2823756000,2025-04-30,인천광역시,부평구,부평6동,651,562,602,521,1015,1185,1690,1576,1430,1289,1466,1488,1328,1482,645,750,280,435,16,77,0,3,18491,9123,9368
2823757000,2025-04-30,인천광역시,부평구,산곡1동,625,545,564,501,724,694,1398,1362,1175,1126,1063,1137,1013,1146,468,520,165,324,11,57,0,1,14619,7206,7413
2823758000,2025-04-30,인천광역시,부평구,산곡2동,890,839,1718,1607,1696,1547,1624,1607,2138,2383,2535,2684,2219,2351,986,1130,332,527,39,112,0,0,28964,14177,14787
2823758100,2025-04-30,인천광역시,부평구,산곡3동,356,359,817,723,1189,992,1083,1006,1141,1204,1707,1879,1875,2077,956,1164,402,728,51,178,0,1,19888,9577,10311
2823758200,2025-04-30,인천광역시,부평구,산곡4동,401,355,764,725,1030,952,940,967,1075,1145,1391,1694,1338,1494,606,730,241,436,20,99,0,1,16404,7806,8598
2823759100,2025-04-30,인천광역시,부평구,청천1동,1419,1350,728,694,966,979,2582,2581,2172,1810,1566,1497,1337,1400,521,598,152,225,8,53,0,1,22639,11451,11188
2823759200,2025-04-30,인천광역시,부평구,청천2동,1074,931,1312,1188,1947,1837,2679,2395,2378,2178,2751,2934,2673,2870,1116,1292,374,633,47,127,0,1,32737,16351,16386
2823764100,2025-04-30,인천광역시,부평구,갈산1동,265,254,499,437,979,778,1100,845,992,877,1335,1400,1344,1371,547,636,185,352,10,59,0,2,14267,7256,7011
2823764200,2025-04-30,인천광역시,부평구,갈산2동,378,321,605,560,960,909,1170,1117,1141,1085,1295,1533,1672,1873,838,927,238,472,22,126,1,0,17243,8320,8923
2823764600,2025-04-30,인천광역시,부평구,삼산1동,852,727,1540,1433,1931,1655,1970,1861,2316,2358,2864,3201,2648,2677,1032,1288,341,819,43,193,0,1,31750,15537,16213
2823764800,2025-04-30,인천광역시,부평구,삼산2동,727,733,1833,1734,1698,1615,1262,1277,1973,2382,2715,2912,1829,1925,716,880,253,461,19,122,0,2,27068,13025,14043
2823765000,2025-04-30,인천광역시,부평구,부개1동,249,247,446,452,770,656,1034,845,1082,902,1353,1246,1410,1609,813,995,312,502,27,61,0,1,15012,7496,7516
2823766000,2025-04-30,인천광역시,부평구,부개2동,534,519,807,805,1067,1084,1379,1275,1412,1419,1556,1687,1428,1612,699,845,250,383,24,70,2,0,18857,9158,9699
2823766100,2025-04-30,인천광역시,부평구,부개3동,539,553,1177,1177,1780,1801,1939,1880,1761,1974,2421,2940,2376,2397,863,1088,327,609,26,128,0,1,27757,13209,14548
2823767000,2025-04-30,인천광역시,부평구,일신동,310,345,483,396,718,550,806,644,802,743,879,946,1046,1170,521,554,168,278,20,62,0,2,11443,5753,5690
2823768000,2025-04-30,인천광역시,부평구,십정1동,889,834,833,744,1233,1346,2690,2482,1711,1555,1764,1851,1630,1701,772,889,286,466,37,77,1,0,23791,11846,11945
2823769000,2025-04-30,인천광역시,부평구,십정2동,330,347,687,566,1122,1024,1396,1131,1497,1149,2009,1886,2292,2042,1016,1134,371,588,29,89,0,0,20705,10749,9956
2824560100,2025-04-30,인천광역시,계양구,효성1동,691,687,964,963,1534,1351,1905,1711,1850,1702,2272,2401,2487,2531,969,1052,334,577,30,108,0,0,26119,13036,13083
2824560200,2025-04-30,인천광역시,계양구,효성2동,570,511,1063,1065,1714,1408,1676,1358,1776,1671,2411,2593,2656,2672,1022,1109,340,582,31,108,0,1,26337,13259,13078
2824561100,2025-04-30,인천광역시,계양구,계산1동,202,206,499,448,1120,997,1281,899,1200,958,1807,1637,1970,1784,807,829,262,419,23,85,0,1,17434,9171,8263
2824561200,2025-04-30,인천광역시,계양구,계산2동,212,186,351,365,833,855,1011,829,873,714,1295,1388,1527,1658,672,683,177,364,27,64,0,3,14087,6978,7109
2824561300,2025-04-30,인천광역시,계양구,계산3동,248,260,563,525,1163,1125,1395,1325,998,1019,1443,1877,1708,1937,556,550,120,357,24,77,0,2,17272,8218,9054
2824561400,2025-04-30,인천광역시,계양구,계산4동,494,486,1139,1130,1560,1484,1355,1236,1586,1613,2317,2373,2118,1739,476,420,155,403,31,139,0,1,22255,11231,11024
2824562100,2025-04-30,인천광역시,계양구,작전1동,564,528,1098,1042,1705,1557,1741,1493,1707,1783,2392,2659,2336,2423,814,946,273,507,35,99,0,3,25705,12665,13040
2824562200,2025-04-30,인천광역시,계양구,작전2동,675,706,737,727,1296,1277,1983,1769,1732,1513,1907,2196,2145,2300,836,939,253,483,30,97,1,0,23602,11595,12007
2824564000,2025-04-30,인천광역시,계양구,작전서운동,961,894,1435,1475,2090,1889,2290,2111,2384,2347,3150,3446,2603,2505,806,859,256,600,37,147,1,0,32286,16013,16273
2824571000,2025-04-30,인천광역시,계양구,계양1동,406,388,741,717,1036,967,1239,1153,1236,1196,1715,1865,1809,1826,733,809,296,457,28,89,1,1,18708,9240,9468
2824572000,2025-04-30,인천광역시,계양구,계양2동,569,534,1001,982,1929,1732,2343,2009,2036,1822,3003,3175,2964,2961,1116,1358,420,906,39,161,0,2,31062,15420,15642
2824573000,2025-04-30,인천광역시,계양구,계양3동,752,713,1402,1264,1192,1138,1367,1345,2097,2134,2146,2086,1595,1809,710,857,226,382,23,71,0,1,23310,11510,11800
2826051500,2025-04-30,인천광역시,서구,검암경서동,2300,2159,2624,2412,3290,2985,5058,4604,5241,4642,4445,4550,3106,3042,1154,1296,374,606,32,140,0,1,54061,27624,26437
2826053000,2025-04-30,인천광역시,서구,연희동,662,636,1350,1253,2563,2264,2601,2023,2341,2132,3869,3783,3484,3344,1271,1463,519,974,64,206,0,4,36806,18724,18082
2826053600,2025-04-30,인천광역시,서구,청라1동,1459,1393,2114,2090,1790,1925,2501,2501,2934,3027,2479,2362,1266,1271,414,450,122,272,16,50,0,0,30436,15095,15341
2826053700,2025-04-30,인천광역시,서구,청라2동,2306,2203,3683,3399,2652,2562,3162,3394,4699,5114,3773,3775,2382,2419,814,880,205,348,26,86,0,0,47882,23702,24180
2826053900,2025-04-30,인천광역시,서구,청라3동,2056,2021,2469,2367,2029,2211,2864,2963,3737,3805,2647,2531,1609,1549,436,429,97,188,9,55,0,1,36073,17953,18120
2826054200,2025-04-30,인천광역시,서구,가정1동,2365,2288,2050,1920,1913,2117,3530,3798,4106,3649,2789,2967,2506,2578,1006,1073,263,494,18,106,2,0,41538,20548,20990
2826054300,2025-04-30,인천광역시,서구,가정2동,1082,927,571,590,927,929,1829,1848,1526,1296,1281,1304,1099,1035,304,275,59,142,6,25,0,0,17055,8684,8371
2826054400,2025-04-30,인천광역시,서구,가정3동,119,149,283,259,573,566,623,530,506,457,794,856,953,901,291,318,74,172,7,50,1,0,8482,4224,4258
2826055000,2025-04-30,인천광역시,서구,석남1동,368,318,622,597,1195,984,1494,1116,1420,1162,1959,1816,2033,2095,891,976,239,466,24,94,0,2,19871,10245,9626
2826056000,2025-04-30,인천광역시,서구,석남2동,199,198,366,379,700,542,766,604,755,659,1151,1087,1256,1238,641,658,185,296,18,45,0,0,11743,6037,5706
2826056100,2025-04-30,인천광역시,서구,석남3동,224,182,471,419,850,785,981,779,855,789,1182,1285,1319,1283,516,610,156,347,15,58,0,0,13106,6569,6537
2826057500,2025-04-30,인천광역시,서구,신현원창동,924,880,1337,1375,1613,1470,1945,1814,2259,2116,2540,2594,2548,2677,1036,1061,276,409,23,94,1,2,28994,14502,14492
2826058000,2025-04-30,인천광역시,서구,가좌1동,322,253,383,317,853,747,1080,865,925,633,1259,1034,1172,1054,503,556,174,321,12,55,0,2,12520,6683,5837
2826059000,2025-04-30,인천광역시,서구,가좌2동,418,399,850,759,1109,997,1236,1106,1131,1186,1521,1818,1715,1793,737,784,177,400,29,85,0,0,18250,8923,9327
2826060000,2025-04-30,인천광역시,서구,가좌3동,212,208,473,446,918,842,1021,741,992,791,1410,1373,1615,1592,774,835,256,413,22,83,1,0,15018,7694,7324
2826061000,2025-04-30,인천광역시,서구,가좌4동,416,381,375,377,597,522,1008,900,927,806,1024,967,1170,1150,503,499,147,232,16,59,0,1,12077,6183,5894
2826068000,2025-04-30,인천광역시,서구,검단동,975,922,1556,1467,2074,1850,2485,2012,2933,2364,3162,2940,2463,2217,920,1019,298,554,24,113,0,0,32348,16890,15458
2826069000,2025-04-30,인천광역시,서구,불로대곡동,1659,1557,1858,1877,1758,1621,2494,2414,2975,2858,2879,2741,1783,1708,774,951,348,560,47,91,0,0,32953,16575,16378
2826070000,2025-04-30,인천광역시,서구,원당동,1007,960,1496,1356,1427,1348,1889,1814,2284,2199,2370,2123,1171,1125,551,715,219,363,21,81,0,1,24520,12435,12085
2826071000,2025-04-30,인천광역시,서구,당하동,992,874,1534,1478,1739,1733,2070,1972,2431,2440,2552,2706,1737,1820,707,885,239,383,31,71,0,1,28395,14032,14363
2826072000,2025-04-30,인천광역시,서구,오류왕길동,803,811,1279,1234,1403,1337,1628,1456,2082,1956,2342,2312,2033,1803,774,797,274,441,30,121,0,0,24916,12648,12268
2826073000,2025-04-30,인천광역시,서구,마전동,617,596,1365,1283,1471,1478,1193,1153,1675,1763,2067,2129,1329,1268,545,670,222,313,20,68,1,4,21230,10505,10725
2826074000,2025-04-30,인천광역시,서구,아라동,5960,5791,4156,4050,2470,2782,7109,8219,8468,7711,3919,3839,2332,2594,1009,998,179,332,22,64,1,1,72006,35625,36381
2871025000,2025-04-30,인천광역시,강화군,강화읍,569,533,961,966,960,794,971,886,1336,1359,1902,1755,1941,2078,1241,1507,603,966,68,184,0,2,21582,10552,11030
2871031000,2025-04-30,인천광역시,강화군,선원면,247,251,382,392,405,327,433,384,616,645,790,793,994,1041,590,557,248,353,23,90,0,0,9561,4728,4833
2871032000,2025-04-30,인천광역시,강화군,불은면,63,68,108,107,118,89,178,142,225,188,394,335,683,730,534,431,189,297,36,115,0,2,5032,2528,2504
2871033000,2025-04-30,인천광역시,강화군,길상면,116,106,211,166,229,189,260,216,371,326,597,566,1005,986,578,581,255,322,33,91,0,0,7204,3655,3549
2871034000,2025-04-30,인천광역시,강화군,화도면,70,54,92,90,120,78,165,123,222,161,338,332,638,603,464,427,185,272,31,76,0,1,4542,2325,2217
2871035000,2025-04-30,인천광역시,강화군,양도면,67,57,106,85,93,85,135,99,172,150,346,281,581,564,397,384,184,297,24,79,0,0,4186,2105,2081
2871036000,2025-04-30,인천광역시,강화군,내가면,51,39,43,38,61,54,88,81,123,95,222,200,419,415,294,306,139,221,17,49,0,0,2955,1457,1498
2871037000,2025-04-30,인천광역시,강화군,하점면,54,50,66,64,122,65,102,111,165,115,301,234,564,497,387,395,235,336,30,78,0,0,3971,2026,1945
2871038000,2025-04-30,인천광역시,강화군,양사면,34,30,35,33,44,26,50,37,69,71,165,121,256,228,186,193,124,172,11,28,0,0,1913,974,939
2871039000,2025-04-30,인천광역시,강화군,송해면,49,49,70,73,74,62,104,87,141,97,269,215,412,384,300,309,148,244,22,62,0,0,3171,1589,1582
2871040000,2025-04-30,인천광역시,강화군,교동면,18,13,58,36,53,36,71,51,107,52,193,166,410,347,277,295,162,240,19,45,1,1,2651,1369,1282
2871041000,2025-04-30,인천광역시,강화군,삼산면,19,17,51,19,47,36,58,31,99,43,174,137,308,271,217,202,97,150,10,44,0,0,2030,1080,950
2871042000,2025-04-30,인천광역시,강화군,서도면,3,5,8,5,5,7,13,9,15,10,26,18,55,41,47,44,17,27,1,12,0,0,368,190,178
2871042500,2025-04-30,인천광역시,강화군,서도면볼음출장소,1,2,3,2,15,6,7,3,6,5,17,13,60,40,31,26,20,23,1,3,0,0,284,161,123
2872031000,2025-04-30,인천광역시,옹진군,북도면,8,10,18,26,51,22,29,31,66,42,99,69,191,167,129,109,34,47,3,20,0,0,1171,628,543
2872031500,2025-04-30,인천광역시,옹진군,북도면장봉출장소,4,5,8,5,24,18,36,13,52,33,110,80,149,141,88,91,31,50,2,16,0,1,957,504,453
2872033000,2025-04-30,인천광역시,옹진군,백령면,107,105,108,130,604,244,360,182,329,182,376,238,463,397,256,241,85,162,21,70,1,1,4662,2710,1952
2872034000,2025-04-30,인천광역시,옹진군,대청면,17,14,31,18,107,45,67,29,87,40,110,62,147,127,70,91,44,59,5,8,0,0,1178,685,493
2872034500,2025-04-30,인천광역시,옹진군,대청면소청출장소,1,3,0,0,36,5,11,4,9,0,18,7,37,24,25,26,7,13,0,3,0,0,229,144,85
2872035000,2025-04-30,인천광역시,옹진군,덕적면,13,14,33,19,83,48,49,27,66,43,189,116,322,241,208,178,81,128,5,37,0,2,1902,1049,853
2872036000,2025-04-30,인천광역시,옹진군,영흥면,96,103,221,172,296,174,354,178,444,281,661,517,886,742,477,438,161,208,18,50,0,0,6477,3614,2863
2872037000,2025-04-30,인천광역시,옹진군,자월면,8,2,9,10,30,20,27,22,49,19,96,75,153,121,102,91,33,59,4,17,0,0,947,511,436
2872037500,2025-04-30,인천광역시,옹진군,자월면이작출장소,4,0,10,11,10,4,19,4,13,12,31,23,63,48,33,29,10,25,2,11,0,0,362,195,167
2872038000,2025-04-30,인천광역시,옹진군,연평면,20,33,43,24,337,95,157,56,151,67,172,116,221,166,74,82,37,51,8,15,0,0,1925,1220,705
2911052500,2025-04-30,광주광역시,동구,충장동,40,35,64,68,630,1123,518,517,297,220,373,242,367,297,281,230,108,122,13,22,0,0,5567,2691,2876
2911054500,2025-04-30,광주광역시,동구,동명동,20,30,86,83,411,347,245,181,198,133,254,218,226,232,192,268,126,156,18,29,0,0,3453,1776,1677
2911056000,2025-04-30,광주광역시,동구,계림1동,442,405,281,262,533,520,925,802,794,593,822,669,791,711,421,489,179,227,13,47,0,3,9929,5201,4728
2911057000,2025-04-30,광주광역시,동구,계림2동,862,787,602,555,592,573,1078,1155,1146,1116,806,888,659,789,402,606,243,346,26,61,0,2,13294,6416,6878
2911059000,2025-04-30,광주광역시,동구,산수1동,194,174,295,316,489,389,490,432,553,483,657,638,593,619,386,471,169,310,23,50,0,1,7732,3849,3883
2911060000,2025-04-30,광주광역시,동구,산수2동,246,224,354,313,455,469,525,467,625,582,754,775,758,915,510,701,297,375,34,50,0,0,9429,4558,4871
2911062000,2025-04-30,광주광역시,동구,지산1동,55,42,163,144,514,391,210,158,242,199,284,275,277,283,173,254,108,162,10,25,0,0,3969,2036,1933
2911063000,2025-04-30,광주광역시,동구,지산2동,66,53,162,135,454,334,207,152,223,215,373,326,287,322,193,265,142,174,9,27,0,0,4119,2116,2003
